"","year","mun","trat","pto","rs","value","q_minwages"
"23935",2018,"Nuevo Urecho",0,1,"rs_w12",0,12
"23936",2018,"Paracuaro",0,1,"rs_w12",0,12
"23937",2018,"Paracho",0,1,"rs_w12",42,12
"23938",2018,"Taretan",1,1,"rs_w12",43,12
"23939",2018,"Uruapan",1,1,"rs_w12",1661,12
"23940",2018,"Tingambato",1,1,"rs_w12",0,12
"23941",2018,"Tepalcatepec",0,1,"rs_w12",50,12
"23942",2018,"Buenavista",0,1,"rs_w12",3,12
"23943",2018,"Ziracuaretiro",1,1,"rs_w12",0,12
"23944",2018,"Nuevo Parangaricutiro",1,1,"rs_w12",36,12
"23945",2018,"Nahuatzen",0,1,"rs_w12",0,12
"23946",2018,"Coalcoman",0,1,"rs_w12",29,12
"23947",2018,"Tumbiscatio",0,1,"rs_w12",0,12
"23948",2018,"Aguililla",0,1,"rs_w12",0,12
"23949",2018,"Tancitaro",1,1,"rs_w12",45,12
"23950",2018,"Cotija",1,1,"rs_w12",41,12
"23951",2018,"Chilchota",1,1,"rs_w12",0,12
"23952",2018,"Jacona",0,1,"rs_w12",364,12
"23953",2018,"Jiquilpan",0,1,"rs_w12",146,12
"23954",2018,"La Piedad",0,1,"rs_w12",640,12
"23955",2018,"Los Reyes",1,1,"rs_w12",250,12
"23956",2018,"Periban",1,1,"rs_w12",96,12
"23957",2018,"Sahuayo",0,1,"rs_w12",129,12
"23958",2018,"Tinguindin",1,1,"rs_w12",13,12
"23959",2018,"Tocumbo",1,1,"rs_w12",35,12
"23960",2018,"Venustiano Carranza",0,1,"rs_w12",12,12
"23961",2018,"Zamora",0,1,"rs_w12",1289,12
"23962",2018,"Penjamillo",0,1,"rs_w12",13,12
"23963",2018,"Pajacuaran",0,1,"rs_w12",0,12
"23964",2018,"Vista Hermosa",0,1,"rs_w12",0,12
"23965",2018,"Tanhuato",0,1,"rs_w12",24,12
"23966",2018,"Brisenas",0,1,"rs_w12",0,12
"23967",2018,"Zinaparo",0,1,"rs_w12",0,12
"23968",2018,"Churintzio",0,1,"rs_w12",0,12
"23969",2018,"Numaran",0,1,"rs_w12",10,12
"23970",2018,"Tangancicuaro",1,1,"rs_w12",50,12
"23971",2018,"Purepero",1,1,"rs_w12",36,12
"23972",2018,"Tlazazalca",0,1,"rs_w12",0,12
"23973",2018,"Cojumatlan de Regules",0,1,"rs_w12",3,12
"23974",2018,"Chavinda",0,1,"rs_w12",0,12
"23975",2018,"Tangamandapio",1,1,"rs_w12",3,12
"23976",2018,"Yurecuaro",0,1,"rs_w12",41,12
"23977",2018,"Ecuandureo",0,1,"rs_w12",7,12
"23978",2018,"Villamar",0,1,"rs_w12",0,12
"23979",2018,"Ixtlan",0,1,"rs_w12",0,12
"23980",2018,"Marcos Castellanos",0,1,"rs_w12",0,12
"23981",2018,"Hidalgo",1,1,"rs_w12",258,12
"23982",2018,"Jungapeo",1,1,"rs_w12",5,12
"23983",2018,"Zitacuaro",1,1,"rs_w12",384,12
"23984",2018,"Angangueo",0,1,"rs_w12",0,12
"23985",2018,"Tlalpujahua",0,1,"rs_w12",18,12
"23986",2018,"Ocampo",1,1,"rs_w12",0,12
"23987",2018,"Maravatio",0,1,"rs_w12",57,12
"23988",2018,"Contepec",0,1,"rs_w12",43,12
"23989",2018,"Huetamo",0,1,"rs_w12",58,12
"23990",2018,"San Lucas",0,1,"rs_w12",0,12
"23991",2018,"Irimbo",0,1,"rs_w12",0,12
"23992",2018,"Aporo",0,1,"rs_w12",0,12
"23993",2018,"Tuxpan",1,1,"rs_w12",21,12
"23994",2018,"Senguio",0,1,"rs_w12",0,12
"23995",2018,"Tiquicheo",0,1,"rs_w12",0,12
"23996",2018,"Tuzantla",0,1,"rs_w12",0,12
"23997",2018,"Juarez",1,1,"rs_w12",2,12
"23998",2018,"Susupuato",0,1,"rs_w12",0,12
"23999",2018,"Epitacio Huerta",0,1,"rs_w12",0,12
"24000",2018,"Arteaga",0,1,"rs_w12",70,12
"24001",2018,"Lazaro Cardenas",0,1,"rs_w12",1685,12
"24002",2019,"Chinicuila",0,1,"rs_w12",0,12
"24003",2019,"Coahuayana",0,1,"rs_w12",10,12
"24004",2019,"Aquila",0,1,"rs_w12",53,12
"24005",2019,"Morelia",0,1,"rs_w12",6543,12
"24006",2019,"Nocupetaro",0,1,"rs_w12",0,12
"24007",2019,"Patzcuaro",1,1,"rs_w12",207,12
"24008",2019,"Quiroga",1,1,"rs_w12",4,12
"24009",2019,"Tacambaro",1,1,"rs_w12",161,12
"24010",2019,"Turicato",1,1,"rs_w12",0,12
"24011",2019,"Zacapu",0,1,"rs_w12",218,12
"24012",2019,"Tarimbaro",1,1,"rs_w12",89,12
"24013",2019,"Acuitzio",1,1,"rs_w12",0,12
"24014",2019,"Ario",1,1,"rs_w12",35,12
"24015",2019,"Erongaricuaro",1,1,"rs_w12",0,12
"24016",2019,"La Huacana",0,1,"rs_w12",25,12
"24017",2019,"Huiramba",1,1,"rs_w12",0,12
"24018",2019,"Lagunillas",1,1,"rs_w12",0,12
"24019",2019,"Madero",1,1,"rs_w12",0,12
"24020",2019,"Salvador Escalante",1,1,"rs_w12",13,12
"24021",2019,"Tzintzuntzan",1,1,"rs_w12",0,12
"24022",2019,"Angamacutiro",0,1,"rs_w12",3,12
"24023",2019,"Jose Sixto Verduzco",0,1,"rs_w12",0,12
"24024",2019,"Morelos",0,1,"rs_w12",2,12
"24025",2019,"Panindicuaro",0,1,"rs_w12",21,12
"24026",2019,"Puruandiro",0,1,"rs_w12",110,12
"24027",2019,"Churumuco",0,1,"rs_w12",0,12
"24028",2019,"Zinapecuaro",1,1,"rs_w12",61,12
"24029",2019,"Querendaro",0,1,"rs_w12",2,12
"24030",2019,"Indaparapeo",0,1,"rs_w12",0,12
"24031",2019,"Charo",0,1,"rs_w12",0,12
"24032",2019,"Alvaro Obregon",0,1,"rs_w12",24,12
"24033",2019,"Coeneo",0,1,"rs_w12",0,12
"24034",2019,"Jimenez",0,1,"rs_w12",2,12
"24035",2019,"Huaniqueo",0,1,"rs_w12",0,12
"24036",2019,"Caracuaro",0,1,"rs_w12",0,12
"24037",2019,"Cuitzeo",0,1,"rs_w12",22,12
"24038",2019,"Chucandiro",0,1,"rs_w12",0,12
"24039",2019,"Santa Ana Maya",0,1,"rs_w12",0,12
"24040",2019,"Huandacareo",0,1,"rs_w12",0,12
"24041",2019,"Copandaro",0,1,"rs_w12",0,12
"24042",2019,"Tzitzio",0,1,"rs_w12",0,12
"24043",2019,"Apatzingan",1,1,"rs_w12",327,12
"24044",2019,"Charapan",0,1,"rs_w12",0,12
"24045",2019,"Cheran",0,1,"rs_w12",0,12
"24046",2019,"Gabriel Zamora",0,1,"rs_w12",13,12
"24047",2019,"Mugica",0,1,"rs_w12",79,12
"24048",2019,"Nuevo Urecho",0,1,"rs_w12",0,12
"24049",2019,"Paracuaro",0,1,"rs_w12",0,12
"24050",2019,"Paracho",0,1,"rs_w12",20,12
"24051",2019,"Taretan",1,1,"rs_w12",71,12
"24052",2019,"Uruapan",1,1,"rs_w12",1619,12
"24053",2019,"Tingambato",1,1,"rs_w12",12,12
"24054",2019,"Tepalcatepec",0,1,"rs_w12",24,12
"24055",2019,"Buenavista",0,1,"rs_w12",0,12
"24056",2019,"Ziracuaretiro",1,1,"rs_w12",0,12
"24057",2019,"Nuevo Parangaricutiro",1,1,"rs_w12",0,12
"24058",2019,"Nahuatzen",0,1,"rs_w12",0,12
"24059",2019,"Coalcoman",0,1,"rs_w12",8,12
"24060",2019,"Tumbiscatio",0,1,"rs_w12",0,12
"24061",2019,"Aguililla",0,1,"rs_w12",0,12
"24062",2019,"Tancitaro",1,1,"rs_w12",33,12
"24063",2019,"Cotija",1,1,"rs_w12",34,12
"24064",2019,"Chilchota",1,1,"rs_w12",0,12
"24065",2019,"Jacona",0,1,"rs_w12",297,12
"24066",2019,"Jiquilpan",0,1,"rs_w12",118,12
"24067",2019,"La Piedad",0,1,"rs_w12",559,12
"24068",2019,"Los Reyes",1,1,"rs_w12",184,12
"24069",2019,"Periban",1,1,"rs_w12",24,12
"24070",2019,"Sahuayo",0,1,"rs_w12",95,12
"24071",2019,"Tinguindin",1,1,"rs_w12",22,12
"24072",2019,"Tocumbo",1,1,"rs_w12",59,12
"24073",2019,"Venustiano Carranza",0,1,"rs_w12",0,12
"24074",2019,"Zamora",0,1,"rs_w12",1197,12
"24075",2019,"Penjamillo",0,1,"rs_w12",16,12
"24076",2019,"Pajacuaran",0,1,"rs_w12",0,12
"24077",2019,"Vista Hermosa",0,1,"rs_w12",7,12
"24078",2019,"Tanhuato",0,1,"rs_w12",43,12
"24079",2019,"Brisenas",0,1,"rs_w12",0,12
"24080",2019,"Zinaparo",0,1,"rs_w12",0,12
"24081",2019,"Churintzio",0,1,"rs_w12",0,12
"24082",2019,"Numaran",0,1,"rs_w12",33,12
"24083",2019,"Tangancicuaro",1,1,"rs_w12",57,12
"24084",2019,"Purepero",1,1,"rs_w12",8,12
"24085",2019,"Tlazazalca",0,1,"rs_w12",0,12
"24086",2019,"Cojumatlan de Regules",0,1,"rs_w12",6,12
"24087",2019,"Chavinda",0,1,"rs_w12",0,12
"24088",2019,"Tangamandapio",1,1,"rs_w12",25,12
"24089",2019,"Yurecuaro",0,1,"rs_w12",34,12
"24090",2019,"Ecuandureo",0,1,"rs_w12",10,12
"24091",2019,"Villamar",0,1,"rs_w12",0,12
"24092",2019,"Ixtlan",0,1,"rs_w12",0,12
"24093",2019,"Marcos Castellanos",0,1,"rs_w12",0,12
"24094",2019,"Hidalgo",1,1,"rs_w12",374,12
"24095",2019,"Jungapeo",1,1,"rs_w12",12,12
"24096",2019,"Zitacuaro",1,1,"rs_w12",373,12
"24097",2019,"Angangueo",0,1,"rs_w12",0,12
"24098",2019,"Tlalpujahua",0,1,"rs_w12",0,12
"24099",2019,"Ocampo",1,1,"rs_w12",0,12
"24100",2019,"Maravatio",0,1,"rs_w12",47,12
"24101",2019,"Contepec",0,1,"rs_w12",37,12
"24102",2019,"Huetamo",0,1,"rs_w12",30,12
"24103",2019,"San Lucas",0,1,"rs_w12",12,12
"24104",2019,"Irimbo",0,1,"rs_w12",0,12
"24105",2019,"Aporo",0,1,"rs_w12",0,12
"24106",2019,"Tuxpan",1,1,"rs_w12",10,12
"24107",2019,"Senguio",0,1,"rs_w12",0,12
"24108",2019,"Tiquicheo",0,1,"rs_w12",0,12
"24109",2019,"Tuzantla",0,1,"rs_w12",0,12
"24110",2019,"Juarez",1,1,"rs_w12",0,12
"24111",2019,"Susupuato",0,1,"rs_w12",0,12
"24112",2019,"Epitacio Huerta",0,1,"rs_w12",0,12
"24113",2019,"Arteaga",0,1,"rs_w12",97,12
"24114",2019,"Lazaro Cardenas",0,1,"rs_w12",1807,12
"24115",2020,"Chinicuila",0,1,"rs_w12",0,12
"24116",2020,"Coahuayana",0,1,"rs_w12",2,12
"24117",2020,"Aquila",0,1,"rs_w12",59,12
"24118",2020,"Morelia",0,1,"rs_w12",5160,12
"24119",2020,"Nocupetaro",0,1,"rs_w12",0,12
"24120",2020,"Patzcuaro",1,1,"rs_w12",193,12
"24121",2020,"Quiroga",1,1,"rs_w12",2,12
"24122",2020,"Tacambaro",1,1,"rs_w12",67,12
"24123",2020,"Turicato",1,1,"rs_w12",0,12
"24124",2020,"Zacapu",0,1,"rs_w12",334,12
"24125",2020,"Tarimbaro",1,1,"rs_w12",33,12
"24126",2020,"Acuitzio",1,1,"rs_w12",0,12
"24127",2020,"Ario",1,1,"rs_w12",6,12
"24128",2020,"Erongaricuaro",1,1,"rs_w12",0,12
"24129",2020,"La Huacana",0,1,"rs_w12",10,12
"24130",2020,"Huiramba",1,1,"rs_w12",0,12
"24131",2020,"Lagunillas",1,1,"rs_w12",0,12
"24132",2020,"Madero",1,1,"rs_w12",0,12
"24133",2020,"Salvador Escalante",1,1,"rs_w12",0,12
"24134",2020,"Tzintzuntzan",1,1,"rs_w12",0,12
"24135",2020,"Angamacutiro",0,1,"rs_w12",0,12
"24136",2020,"Jose Sixto Verduzco",0,1,"rs_w12",2,12
"24137",2020,"Morelos",0,1,"rs_w12",0,12
"24138",2020,"Panindicuaro",0,1,"rs_w12",20,12
"24139",2020,"Puruandiro",0,1,"rs_w12",100,12
"24140",2020,"Churumuco",0,1,"rs_w12",0,12
"24141",2020,"Zinapecuaro",1,1,"rs_w12",19,12
"24142",2020,"Querendaro",0,1,"rs_w12",0,12
"24143",2020,"Indaparapeo",0,1,"rs_w12",0,12
"24144",2020,"Charo",0,1,"rs_w12",0,12
"24145",2020,"Alvaro Obregon",0,1,"rs_w12",12,12
"24146",2020,"Coeneo",0,1,"rs_w12",0,12
"24147",2020,"Jimenez",0,1,"rs_w12",0,12
"24148",2020,"Huaniqueo",0,1,"rs_w12",0,12
"24149",2020,"Caracuaro",0,1,"rs_w12",0,12
"24150",2020,"Cuitzeo",0,1,"rs_w12",8,12
"24151",2020,"Chucandiro",0,1,"rs_w12",0,12
"24152",2020,"Santa Ana Maya",0,1,"rs_w12",0,12
"24153",2020,"Huandacareo",0,1,"rs_w12",0,12
"24154",2020,"Copandaro",0,1,"rs_w12",0,12
"24155",2020,"Tzitzio",0,1,"rs_w12",0,12
"24156",2020,"Apatzingan",1,1,"rs_w12",366,12
"24157",2020,"Charapan",0,1,"rs_w12",0,12
"24158",2020,"Cheran",0,1,"rs_w12",0,12
"24159",2020,"Gabriel Zamora",0,1,"rs_w12",10,12
"24160",2020,"Mugica",0,1,"rs_w12",31,12
"24161",2020,"Nuevo Urecho",0,1,"rs_w12",0,12
"24162",2020,"Paracuaro",0,1,"rs_w12",0,12
"24163",2020,"Paracho",0,1,"rs_w12",20,12
"24164",2020,"Taretan",1,1,"rs_w12",33,12
"24165",2020,"Uruapan",1,1,"rs_w12",1479,12
"24166",2020,"Tingambato",1,1,"rs_w12",0,12
"24167",2020,"Tepalcatepec",0,1,"rs_w12",13,12
"24168",2020,"Buenavista",0,1,"rs_w12",2,12
"24169",2020,"Ziracuaretiro",1,1,"rs_w12",0,12
"24170",2020,"Nuevo Parangaricutiro",1,1,"rs_w12",0,12
"24171",2020,"Nahuatzen",0,1,"rs_w12",0,12
"24172",2020,"Coalcoman",0,1,"rs_w12",3,12
"24173",2020,"Tumbiscatio",0,1,"rs_w12",0,12
"24174",2020,"Aguililla",0,1,"rs_w12",0,12
"24175",2020,"Tancitaro",1,1,"rs_w12",53,12
"24176",2020,"Cotija",1,1,"rs_w12",28,12
"24177",2020,"Chilchota",1,1,"rs_w12",0,12
"24178",2020,"Jacona",0,1,"rs_w12",203,12
"24179",2020,"Jiquilpan",0,1,"rs_w12",88,12
"24180",2020,"La Piedad",0,1,"rs_w12",518,12
"24181",2020,"Los Reyes",1,1,"rs_w12",224,12
"24182",2020,"Periban",1,1,"rs_w12",106,12
"24183",2020,"Sahuayo",0,1,"rs_w12",103,12
"24184",2020,"Tinguindin",1,1,"rs_w12",14,12
"24185",2020,"Tocumbo",1,1,"rs_w12",44,12
"24186",2020,"Venustiano Carranza",0,1,"rs_w12",0,12
"24187",2020,"Zamora",0,1,"rs_w12",1133,12
"24188",2020,"Penjamillo",0,1,"rs_w12",2,12
"24189",2020,"Pajacuaran",0,1,"rs_w12",0,12
"24190",2020,"Vista Hermosa",0,1,"rs_w12",1,12
"24191",2020,"Tanhuato",0,1,"rs_w12",0,12
"24192",2020,"Brisenas",0,1,"rs_w12",0,12
"24193",2020,"Zinaparo",0,1,"rs_w12",0,12
"24194",2020,"Churintzio",0,1,"rs_w12",0,12
"24195",2020,"Numaran",0,1,"rs_w12",13,12
"24196",2020,"Tangancicuaro",1,1,"rs_w12",13,12
"24197",2020,"Purepero",1,1,"rs_w12",10,12
"24198",2020,"Tlazazalca",0,1,"rs_w12",0,12
"24199",2020,"Cojumatlan de Regules",0,1,"rs_w12",0,12
"24200",2020,"Chavinda",0,1,"rs_w12",0,12
"24201",2020,"Tangamandapio",1,1,"rs_w12",0,12
"24202",2020,"Yurecuaro",0,1,"rs_w12",11,12
"24203",2020,"Ecuandureo",0,1,"rs_w12",30,12
"24204",2020,"Villamar",0,1,"rs_w12",0,12
"24205",2020,"Ixtlan",0,1,"rs_w12",0,12
"24206",2020,"Marcos Castellanos",0,1,"rs_w12",20,12
"24207",2020,"Hidalgo",1,1,"rs_w12",327,12
"24208",2020,"Jungapeo",1,1,"rs_w12",6,12
"24209",2020,"Zitacuaro",1,1,"rs_w12",381,12
"24210",2020,"Angangueo",0,1,"rs_w12",0,12
"24211",2020,"Tlalpujahua",0,1,"rs_w12",6,12
"24212",2020,"Ocampo",1,1,"rs_w12",0,12
"24213",2020,"Maravatio",0,1,"rs_w12",36,12
"24214",2020,"Contepec",0,1,"rs_w12",2,12
"24215",2020,"Huetamo",0,1,"rs_w12",24,12
"24216",2020,"San Lucas",0,1,"rs_w12",12,12
"24217",2020,"Irimbo",0,1,"rs_w12",0,12
"24218",2020,"Aporo",0,1,"rs_w12",0,12
"24219",2020,"Tuxpan",1,1,"rs_w12",14,12
"24220",2020,"Senguio",0,1,"rs_w12",0,12
"24221",2020,"Tiquicheo",0,1,"rs_w12",0,12
"24222",2020,"Tuzantla",0,1,"rs_w12",0,12
"24223",2020,"Juarez",1,1,"rs_w12",0,12
"24224",2020,"Susupuato",0,1,"rs_w12",0,12
"24225",2020,"Epitacio Huerta",0,1,"rs_w12",0,12
"24226",2020,"Arteaga",0,1,"rs_w12",83,12
"24227",2020,"Lazaro Cardenas",0,1,"rs_w12",1539,12
"24228",2020,"Morelia",0,1,"rs_w12",12,12
"24229",2003,"Coahuayana",0,0,"rs_w13",10,13
"24230",2003,"Aquila",0,0,"rs_w13",34,13
"24231",2003,"Morelia",0,0,"rs_w13",2778,13
"24232",2003,"Nocupetaro",0,0,"rs_w13",0,13
"24233",2003,"Patzcuaro",1,0,"rs_w13",111,13
"24234",2003,"Quiroga",1,0,"rs_w13",2,13
"24235",2003,"Tacambaro",1,0,"rs_w13",37,13
"24236",2003,"Turicato",1,0,"rs_w13",0,13
"24237",2003,"Zacapu",0,0,"rs_w13",244,13
"24238",2003,"Tarimbaro",1,0,"rs_w13",0,13
"24239",2003,"Acuitzio",1,0,"rs_w13",0,13
"24240",2003,"Ario",1,0,"rs_w13",2,13
"24241",2003,"Erongaricuaro",1,0,"rs_w13",0,13
"24242",2003,"La Huacana",0,0,"rs_w13",2,13
"24243",2003,"Huiramba",1,0,"rs_w13",0,13
"24244",2003,"Lagunillas",1,0,"rs_w13",9,13
"24245",2003,"Madero",1,0,"rs_w13",0,13
"24246",2003,"Salvador Escalante",1,0,"rs_w13",0,13
"24247",2003,"Tzintzuntzan",1,0,"rs_w13",0,13
"24248",2003,"Angamacutiro",0,0,"rs_w13",0,13
"24249",2003,"Jose Sixto Verduzco",0,0,"rs_w13",0,13
"24250",2003,"Morelos",0,0,"rs_w13",0,13
"24251",2003,"Panindicuaro",0,0,"rs_w13",0,13
"24252",2003,"Puruandiro",0,0,"rs_w13",44,13
"24253",2003,"Churumuco",0,0,"rs_w13",0,13
"24254",2003,"Zinapecuaro",1,0,"rs_w13",15,13
"24255",2003,"Querendaro",0,0,"rs_w13",0,13
"24256",2003,"Indaparapeo",0,0,"rs_w13",0,13
"24257",2003,"Charo",0,0,"rs_w13",0,13
"24258",2003,"Alvaro Obregon",0,0,"rs_w13",15,13
"24259",2003,"Coeneo",0,0,"rs_w13",0,13
"24260",2003,"Jimenez",0,0,"rs_w13",1,13
"24261",2003,"Huaniqueo",0,0,"rs_w13",0,13
"24262",2003,"Caracuaro",0,0,"rs_w13",0,13
"24263",2003,"Cuitzeo",0,0,"rs_w13",6,13
"24264",2003,"Chucandiro",0,0,"rs_w13",0,13
"24265",2003,"Santa Ana Maya",0,0,"rs_w13",0,13
"24266",2003,"Huandacareo",0,0,"rs_w13",0,13
"24267",2003,"Copandaro",0,0,"rs_w13",0,13
"24268",2003,"Tzitzio",0,0,"rs_w13",0,13
"24269",2003,"Apatzingan",1,0,"rs_w13",193,13
"24270",2003,"Arteaga",0,0,"rs_w13",78,13
"24271",2003,"Charapan",0,0,"rs_w13",0,13
"24272",2003,"Cheran",0,0,"rs_w13",0,13
"24273",2003,"Gabriel Zamora",0,0,"rs_w13",0,13
"24274",2003,"Mugica",0,0,"rs_w13",8,13
"24275",2003,"Nuevo Urecho",0,0,"rs_w13",0,13
"24276",2003,"Paracuaro",0,0,"rs_w13",0,13
"24277",2003,"Paracho",0,0,"rs_w13",20,13
"24278",2003,"Taretan",1,0,"rs_w13",30,13
"24279",2003,"Uruapan",1,0,"rs_w13",722,13
"24280",2003,"Tingambato",1,0,"rs_w13",0,13
"24281",2003,"Tepalcatepec",0,0,"rs_w13",3,13
"24282",2003,"Buenavista",0,0,"rs_w13",0,13
"24283",2003,"Ziracuaretiro",1,0,"rs_w13",59,13
"24284",2003,"Nuevo Parangaricutiro",1,0,"rs_w13",0,13
"24285",2003,"Nahuatzen",0,0,"rs_w13",0,13
"24286",2003,"Coalcoman",0,0,"rs_w13",4,13
"24287",2003,"Tumbiscatio",0,0,"rs_w13",0,13
"24288",2003,"Aguililla",0,0,"rs_w13",0,13
"24289",2003,"Tancitaro",1,0,"rs_w13",0,13
"24290",2003,"Cotija",1,0,"rs_w13",0,13
"24291",2003,"Chilchota",1,0,"rs_w13",0,13
"24292",2003,"Jacona",0,0,"rs_w13",135,13
"24293",2003,"Jiquilpan",0,0,"rs_w13",55,13
"24294",2003,"La Piedad",0,0,"rs_w13",336,13
"24295",2003,"Los Reyes",1,0,"rs_w13",82,13
"24296",2003,"Periban",1,0,"rs_w13",12,13
"24297",2003,"Sahuayo",0,0,"rs_w13",76,13
"24298",2003,"Tinguindin",1,0,"rs_w13",13,13
"24299",2003,"Tocumbo",1,0,"rs_w13",18,13
"24300",2003,"Venustiano Carranza",0,0,"rs_w13",0,13
"24301",2003,"Zamora",0,0,"rs_w13",673,13
"24302",2003,"Penjamillo",0,0,"rs_w13",6,13
"24303",2003,"Pajacuaran",0,0,"rs_w13",0,13
"24304",2003,"Vista Hermosa",0,0,"rs_w13",0,13
"24305",2003,"Tanhuato",0,0,"rs_w13",0,13
"24306",2003,"Brisenas",0,0,"rs_w13",0,13
"24307",2003,"Zinaparo",0,0,"rs_w13",0,13
"24308",2003,"Churintzio",0,0,"rs_w13",0,13
"24309",2003,"Numaran",0,0,"rs_w13",25,13
"24310",2003,"Tangancicuaro",1,0,"rs_w13",2,13
"24311",2003,"Purepero",1,0,"rs_w13",18,13
"24312",2003,"Tlazazalca",0,0,"rs_w13",0,13
"24313",2003,"Cojumatlan de Regules",0,0,"rs_w13",1,13
"24314",2003,"Chavinda",0,0,"rs_w13",0,13
"24315",2003,"Tangamandapio",1,0,"rs_w13",0,13
"24316",2003,"Yurecuaro",0,0,"rs_w13",10,13
"24317",2003,"Ecuandureo",0,0,"rs_w13",0,13
"24318",2003,"Villamar",0,0,"rs_w13",0,13
"24319",2003,"Ixtlan",0,0,"rs_w13",0,13
"24320",2003,"Marcos Castellanos",0,0,"rs_w13",0,13
"24321",2003,"Hidalgo",1,0,"rs_w13",156,13
"24322",2003,"Jungapeo",1,0,"rs_w13",2,13
"24323",2003,"Zitacuaro",1,0,"rs_w13",343,13
"24324",2003,"Angangueo",0,0,"rs_w13",0,13
"24325",2003,"Tlalpujahua",0,0,"rs_w13",16,13
"24326",2003,"Ocampo",1,0,"rs_w13",0,13
"24327",2003,"Maravatio",0,0,"rs_w13",17,13
"24328",2003,"Contepec",0,0,"rs_w13",12,13
"24329",2003,"Huetamo",0,0,"rs_w13",35,13
"24330",2003,"San Lucas",0,0,"rs_w13",0,13
"24331",2003,"Irimbo",0,0,"rs_w13",0,13
"24332",2003,"Aporo",0,0,"rs_w13",0,13
"24333",2003,"Tuxpan",1,0,"rs_w13",4,13
"24334",2003,"Senguio",0,0,"rs_w13",0,13
"24335",2003,"Tiquicheo",0,0,"rs_w13",0,13
"24336",2003,"Tuzantla",0,0,"rs_w13",6,13
"24337",2003,"Juarez",1,0,"rs_w13",0,13
"24338",2003,"Lazaro Cardenas",0,0,"rs_w13",728,13
"24339",2004,"Coahuayana",0,0,"rs_w13",7,13
"24340",2004,"Aquila",0,0,"rs_w13",35,13
"24341",2004,"Morelia",0,0,"rs_w13",2983,13
"24342",2004,"Nocupetaro",0,0,"rs_w13",0,13
"24343",2004,"Patzcuaro",1,0,"rs_w13",114,13
"24344",2004,"Quiroga",1,0,"rs_w13",4,13
"24345",2004,"Tacambaro",1,0,"rs_w13",59,13
"24346",2004,"Turicato",1,0,"rs_w13",0,13
"24347",2004,"Zacapu",0,0,"rs_w13",200,13
"24348",2004,"Tarimbaro",1,0,"rs_w13",12,13
"24349",2004,"Acuitzio",1,0,"rs_w13",0,13
"24350",2004,"Ario",1,0,"rs_w13",10,13
"24351",2004,"Erongaricuaro",1,0,"rs_w13",0,13
"24352",2004,"La Huacana",0,0,"rs_w13",2,13
"24353",2004,"Huiramba",1,0,"rs_w13",0,13
"24354",2004,"Lagunillas",1,0,"rs_w13",0,13
"24355",2004,"Madero",1,0,"rs_w13",0,13
"24356",2004,"Salvador Escalante",1,0,"rs_w13",11,13
"24357",2004,"Tzintzuntzan",1,0,"rs_w13",0,13
"24358",2004,"Angamacutiro",0,0,"rs_w13",0,13
"24359",2004,"Jose Sixto Verduzco",0,0,"rs_w13",0,13
"24360",2004,"Morelos",0,0,"rs_w13",0,13
"24361",2004,"Panindicuaro",0,0,"rs_w13",0,13
"24362",2004,"Puruandiro",0,0,"rs_w13",55,13
"24363",2004,"Churumuco",0,0,"rs_w13",0,13
"24364",2004,"Zinapecuaro",1,0,"rs_w13",16,13
"24365",2004,"Querendaro",0,0,"rs_w13",0,13
"24366",2004,"Indaparapeo",0,0,"rs_w13",0,13
"24367",2004,"Charo",0,0,"rs_w13",0,13
"24368",2004,"Alvaro Obregon",0,0,"rs_w13",16,13
"24369",2004,"Coeneo",0,0,"rs_w13",0,13
"24370",2004,"Jimenez",0,0,"rs_w13",12,13
"24371",2004,"Huaniqueo",0,0,"rs_w13",0,13
"24372",2004,"Caracuaro",0,0,"rs_w13",0,13
"24373",2004,"Cuitzeo",0,0,"rs_w13",6,13
"24374",2004,"Chucandiro",0,0,"rs_w13",0,13
"24375",2004,"Santa Ana Maya",0,0,"rs_w13",0,13
"24376",2004,"Huandacareo",0,0,"rs_w13",0,13
"24377",2004,"Copandaro",0,0,"rs_w13",0,13
"24378",2004,"Tzitzio",0,0,"rs_w13",0,13
"24379",2004,"Apatzingan",1,0,"rs_w13",182,13
"24380",2004,"Arteaga",0,0,"rs_w13",71,13
"24381",2004,"Charapan",0,0,"rs_w13",0,13
"24382",2004,"Cheran",0,0,"rs_w13",0,13
"24383",2004,"Gabriel Zamora",0,0,"rs_w13",4,13
"24384",2004,"Mugica",0,0,"rs_w13",17,13
"24385",2004,"Nuevo Urecho",0,0,"rs_w13",0,13
"24386",2004,"Paracuaro",0,0,"rs_w13",0,13
"24387",2004,"Paracho",0,0,"rs_w13",12,13
"24388",2004,"Taretan",1,0,"rs_w13",18,13
"24389",2004,"Uruapan",1,0,"rs_w13",803,13
"24390",2004,"Tingambato",1,0,"rs_w13",0,13
"24391",2004,"Tepalcatepec",0,0,"rs_w13",8,13
"24392",2004,"Buenavista",0,0,"rs_w13",2,13
"24393",2004,"Ziracuaretiro",1,0,"rs_w13",45,13
"24394",2004,"Nuevo Parangaricutiro",1,0,"rs_w13",0,13
"24395",2004,"Nahuatzen",0,0,"rs_w13",0,13
"24396",2004,"Coalcoman",0,0,"rs_w13",9,13
"24397",2004,"Tumbiscatio",0,0,"rs_w13",0,13
"24398",2004,"Aguililla",0,0,"rs_w13",0,13
