"","year","mun","trat","pto","rs","value","q_minwages"
"8250",2004,"Jacona",0,0,"rs_w5",1088,5
"8251",2004,"Jiquilpan",0,0,"rs_w5",472,5
"8252",2004,"La Piedad",0,0,"rs_w5",2533,5
"8253",2004,"Los Reyes",1,0,"rs_w5",563,5
"8254",2004,"Periban",1,0,"rs_w5",112,5
"8255",2004,"Sahuayo",0,0,"rs_w5",855,5
"8256",2004,"Tinguindin",1,0,"rs_w5",178,5
"8257",2004,"Tocumbo",1,0,"rs_w5",143,5
"8258",2004,"Venustiano Carranza",0,0,"rs_w5",0,5
"8259",2004,"Zamora",0,0,"rs_w5",4900,5
"8260",2004,"Penjamillo",0,0,"rs_w5",2,5
"8261",2004,"Pajacuaran",0,0,"rs_w5",20,5
"8262",2004,"Vista Hermosa",0,0,"rs_w5",62,5
"8263",2004,"Tanhuato",0,0,"rs_w5",32,5
"8264",2004,"Brisenas",0,0,"rs_w5",13,5
"8265",2004,"Zinaparo",0,0,"rs_w5",0,5
"8266",2004,"Churintzio",0,0,"rs_w5",24,5
"8267",2004,"Numaran",0,0,"rs_w5",161,5
"8268",2004,"Tangancicuaro",1,0,"rs_w5",58,5
"8269",2004,"Purepero",1,0,"rs_w5",122,5
"8270",2004,"Tlazazalca",0,0,"rs_w5",5,5
"8271",2004,"Cojumatlan de Regules",0,0,"rs_w5",14,5
"8272",2004,"Chavinda",0,0,"rs_w5",36,5
"8273",2004,"Tangamandapio",1,0,"rs_w5",12,5
"8274",2004,"Yurecuaro",0,0,"rs_w5",42,5
"8275",2004,"Ecuandureo",0,0,"rs_w5",0,5
"8276",2004,"Villamar",0,0,"rs_w5",65,5
"8277",2004,"Ixtlan",0,0,"rs_w5",0,5
"8278",2004,"Marcos Castellanos",0,0,"rs_w5",60,5
"8279",2004,"Hidalgo",1,0,"rs_w5",784,5
"8280",2004,"Jungapeo",1,0,"rs_w5",71,5
"8281",2004,"Zitacuaro",1,0,"rs_w5",1401,5
"8282",2004,"Angangueo",0,0,"rs_w5",0,5
"8283",2004,"Tlalpujahua",0,0,"rs_w5",133,5
"8284",2004,"Ocampo",1,0,"rs_w5",0,5
"8285",2004,"Maravatio",0,0,"rs_w5",408,5
"8286",2004,"Contepec",0,0,"rs_w5",60,5
"8287",2004,"Huetamo",0,0,"rs_w5",205,5
"8288",2004,"San Lucas",0,0,"rs_w5",53,5
"8289",2004,"Irimbo",0,0,"rs_w5",12,5
"8290",2004,"Aporo",0,0,"rs_w5",0,5
"8291",2004,"Tuxpan",1,0,"rs_w5",97,5
"8292",2004,"Senguio",0,0,"rs_w5",0,5
"8293",2004,"Tiquicheo",0,0,"rs_w5",0,5
"8294",2004,"Tuzantla",0,0,"rs_w5",46,5
"8295",2004,"Juarez",1,0,"rs_w5",1,5
"8296",2004,"Lazaro Cardenas",0,0,"rs_w5",4216,5
"8297",2005,"Coahuayana",0,0,"rs_w5",132,5
"8298",2005,"Aquila",0,0,"rs_w5",114,5
"8299",2005,"Morelia",0,0,"rs_w5",17552,5
"8300",2005,"Nocupetaro",0,0,"rs_w5",1,5
"8301",2005,"Patzcuaro",1,0,"rs_w5",866,5
"8302",2005,"Quiroga",1,0,"rs_w5",73,5
"8303",2005,"Tacambaro",1,0,"rs_w5",343,5
"8304",2005,"Turicato",1,0,"rs_w5",0,5
"8305",2005,"Zacapu",0,0,"rs_w5",1396,5
"8306",2005,"Tarimbaro",1,0,"rs_w5",485,5
"8307",2005,"Acuitzio",1,0,"rs_w5",11,5
"8308",2005,"Ario",1,0,"rs_w5",212,5
"8309",2005,"Erongaricuaro",1,0,"rs_w5",17,5
"8310",2005,"La Huacana",0,0,"rs_w5",43,5
"8311",2005,"Huiramba",1,0,"rs_w5",0,5
"8312",2005,"Lagunillas",1,0,"rs_w5",50,5
"8313",2005,"Madero",1,0,"rs_w5",17,5
"8314",2005,"Salvador Escalante",1,0,"rs_w5",109,5
"8315",2005,"Tzintzuntzan",1,0,"rs_w5",2,5
"8316",2005,"Angamacutiro",0,0,"rs_w5",12,5
"8317",2005,"Jose Sixto Verduzco",0,0,"rs_w5",36,5
"8318",2005,"Morelos",0,0,"rs_w5",4,5
"8319",2005,"Panindicuaro",0,0,"rs_w5",7,5
"8320",2005,"Puruandiro",0,0,"rs_w5",375,5
"8321",2005,"Churumuco",0,0,"rs_w5",0,5
"8322",2005,"Zinapecuaro",1,0,"rs_w5",237,5
"8323",2005,"Querendaro",0,0,"rs_w5",11,5
"8324",2005,"Indaparapeo",0,0,"rs_w5",0,5
"8325",2005,"Charo",0,0,"rs_w5",11,5
"8326",2005,"Alvaro Obregon",0,0,"rs_w5",95,5
"8327",2005,"Coeneo",0,0,"rs_w5",12,5
"8328",2005,"Jimenez",0,0,"rs_w5",36,5
"8329",2005,"Huaniqueo",0,0,"rs_w5",0,5
"8330",2005,"Caracuaro",0,0,"rs_w5",0,5
"8331",2005,"Cuitzeo",0,0,"rs_w5",140,5
"8332",2005,"Chucandiro",0,0,"rs_w5",0,5
"8333",2005,"Santa Ana Maya",0,0,"rs_w5",12,5
"8334",2005,"Huandacareo",0,0,"rs_w5",24,5
"8335",2005,"Copandaro",0,0,"rs_w5",0,5
"8336",2005,"Tzitzio",0,0,"rs_w5",0,5
"8337",2005,"Apatzingan",1,0,"rs_w5",1258,5
"8338",2005,"Arteaga",0,0,"rs_w5",88,5
"8339",2005,"Charapan",0,0,"rs_w5",4,5
"8340",2005,"Cheran",0,0,"rs_w5",13,5
"8341",2005,"Gabriel Zamora",0,0,"rs_w5",50,5
"8342",2005,"Mugica",0,0,"rs_w5",194,5
"8343",2005,"Nuevo Urecho",0,0,"rs_w5",6,5
"8344",2005,"Paracuaro",0,0,"rs_w5",23,5
"8345",2005,"Paracho",0,0,"rs_w5",83,5
"8346",2005,"Taretan",1,0,"rs_w5",193,5
"8347",2005,"Uruapan",1,0,"rs_w5",6974,5
"8348",2005,"Tingambato",1,0,"rs_w5",93,5
"8349",2005,"Tepalcatepec",0,0,"rs_w5",220,5
"8350",2005,"Buenavista",0,0,"rs_w5",101,5
"8351",2005,"Ziracuaretiro",1,0,"rs_w5",140,5
"8352",2005,"Nuevo Parangaricutiro",1,0,"rs_w5",64,5
"8353",2005,"Nahuatzen",0,0,"rs_w5",0,5
"8354",2005,"Coalcoman",0,0,"rs_w5",219,5
"8355",2005,"Tumbiscatio",0,0,"rs_w5",0,5
"8356",2005,"Aguililla",0,0,"rs_w5",8,5
"8357",2005,"Tancitaro",1,0,"rs_w5",105,5
"8358",2005,"Cotija",1,0,"rs_w5",174,5
"8359",2005,"Chilchota",1,0,"rs_w5",50,5
"8360",2005,"Jacona",0,0,"rs_w5",995,5
"8361",2005,"Jiquilpan",0,0,"rs_w5",468,5
"8362",2005,"La Piedad",0,0,"rs_w5",2668,5
"8363",2005,"Los Reyes",1,0,"rs_w5",620,5
"8364",2005,"Periban",1,0,"rs_w5",126,5
"8365",2005,"Sahuayo",0,0,"rs_w5",1097,5
"8366",2005,"Tinguindin",1,0,"rs_w5",92,5
"8367",2005,"Tocumbo",1,0,"rs_w5",152,5
"8368",2005,"Venustiano Carranza",0,0,"rs_w5",35,5
"8369",2005,"Zamora",0,0,"rs_w5",5178,5
"8370",2005,"Penjamillo",0,0,"rs_w5",12,5
"8371",2005,"Pajacuaran",0,0,"rs_w5",0,5
"8372",2005,"Vista Hermosa",0,0,"rs_w5",123,5
"8373",2005,"Tanhuato",0,0,"rs_w5",44,5
"8374",2005,"Brisenas",0,0,"rs_w5",12,5
"8375",2005,"Zinaparo",0,0,"rs_w5",0,5
"8376",2005,"Churintzio",0,0,"rs_w5",23,5
"8377",2005,"Numaran",0,0,"rs_w5",121,5
"8378",2005,"Tangancicuaro",1,0,"rs_w5",66,5
"8379",2005,"Purepero",1,0,"rs_w5",206,5
"8380",2005,"Tlazazalca",0,0,"rs_w5",10,5
"8381",2005,"Cojumatlan de Regules",0,0,"rs_w5",12,5
"8382",2005,"Chavinda",0,0,"rs_w5",66,5
"8383",2005,"Tangamandapio",1,0,"rs_w5",34,5
"8384",2005,"Yurecuaro",0,0,"rs_w5",50,5
"8385",2005,"Ecuandureo",0,0,"rs_w5",81,5
"8386",2005,"Villamar",0,0,"rs_w5",80,5
"8387",2005,"Ixtlan",0,0,"rs_w5",0,5
"8388",2005,"Marcos Castellanos",0,0,"rs_w5",78,5
"8389",2005,"Hidalgo",1,0,"rs_w5",956,5
"8390",2005,"Jungapeo",1,0,"rs_w5",92,5
"8391",2005,"Zitacuaro",1,0,"rs_w5",1474,5
"8392",2005,"Angangueo",0,0,"rs_w5",0,5
"8393",2005,"Tlalpujahua",0,0,"rs_w5",188,5
"8394",2005,"Ocampo",1,0,"rs_w5",0,5
"8395",2005,"Maravatio",0,0,"rs_w5",461,5
"8396",2005,"Contepec",0,0,"rs_w5",59,5
"8397",2005,"Huetamo",0,0,"rs_w5",296,5
"8398",2005,"San Lucas",0,0,"rs_w5",84,5
"8399",2005,"Irimbo",0,0,"rs_w5",12,5
"8400",2005,"Aporo",0,0,"rs_w5",0,5
"8401",2005,"Tuxpan",1,0,"rs_w5",110,5
"8402",2005,"Senguio",0,0,"rs_w5",6,5
"8403",2005,"Tiquicheo",0,0,"rs_w5",0,5
"8404",2005,"Tuzantla",0,0,"rs_w5",33,5
"8405",2005,"Juarez",1,0,"rs_w5",0,5
"8406",2005,"Lazaro Cardenas",0,0,"rs_w5",4529,5
"8407",2006,"Coahuayana",0,0,"rs_w5",169,5
"8408",2006,"Aquila",0,0,"rs_w5",146,5
"8409",2006,"Morelia",0,0,"rs_w5",18539,5
"8410",2006,"Nocupetaro",0,0,"rs_w5",0,5
"8411",2006,"Patzcuaro",1,0,"rs_w5",1002,5
"8412",2006,"Quiroga",1,0,"rs_w5",91,5
"8413",2006,"Tacambaro",1,0,"rs_w5",386,5
"8414",2006,"Turicato",1,0,"rs_w5",0,5
"8415",2006,"Zacapu",0,0,"rs_w5",1332,5
"8416",2006,"Tarimbaro",1,0,"rs_w5",646,5
"8417",2006,"Acuitzio",1,0,"rs_w5",14,5
"8418",2006,"Ario",1,0,"rs_w5",221,5
"8419",2006,"Erongaricuaro",1,0,"rs_w5",0,5
"8420",2006,"La Huacana",0,0,"rs_w5",29,5
"8421",2006,"Huiramba",1,0,"rs_w5",0,5
"8422",2006,"Lagunillas",1,0,"rs_w5",104,5
"8423",2006,"Madero",1,0,"rs_w5",4,5
"8424",2006,"Salvador Escalante",1,0,"rs_w5",108,5
"8425",2006,"Tzintzuntzan",1,0,"rs_w5",0,5
"8426",2006,"Angamacutiro",0,0,"rs_w5",9,5
"8427",2006,"Jose Sixto Verduzco",0,0,"rs_w5",30,5
"8428",2006,"Morelos",0,0,"rs_w5",1,5
"8429",2006,"Panindicuaro",0,0,"rs_w5",8,5
"8430",2006,"Puruandiro",0,0,"rs_w5",454,5
"8431",2006,"Churumuco",0,0,"rs_w5",0,5
"8432",2006,"Zinapecuaro",1,0,"rs_w5",212,5
"8433",2006,"Querendaro",0,0,"rs_w5",18,5
"8434",2006,"Indaparapeo",0,0,"rs_w5",5,5
"8435",2006,"Charo",0,0,"rs_w5",17,5
"8436",2006,"Alvaro Obregon",0,0,"rs_w5",69,5
"8437",2006,"Coeneo",0,0,"rs_w5",12,5
"8438",2006,"Jimenez",0,0,"rs_w5",34,5
"8439",2006,"Huaniqueo",0,0,"rs_w5",25,5
"8440",2006,"Caracuaro",0,0,"rs_w5",7,5
"8441",2006,"Cuitzeo",0,0,"rs_w5",79,5
"8442",2006,"Chucandiro",0,0,"rs_w5",0,5
"8443",2006,"Santa Ana Maya",0,0,"rs_w5",12,5
"8444",2006,"Huandacareo",0,0,"rs_w5",60,5
"8445",2006,"Copandaro",0,0,"rs_w5",0,5
"8446",2006,"Tzitzio",0,0,"rs_w5",0,5
"8447",2006,"Apatzingan",1,0,"rs_w5",1462,5
"8448",2006,"Arteaga",0,0,"rs_w5",79,5
"8449",2006,"Charapan",0,0,"rs_w5",9,5
"8450",2006,"Cheran",0,0,"rs_w5",19,5
"8451",2006,"Gabriel Zamora",0,0,"rs_w5",53,5
"8452",2006,"Mugica",0,0,"rs_w5",249,5
"8453",2006,"Nuevo Urecho",0,0,"rs_w5",0,5
"8454",2006,"Paracuaro",0,0,"rs_w5",18,5
"8455",2006,"Paracho",0,0,"rs_w5",90,5
"8456",2006,"Taretan",1,0,"rs_w5",188,5
"8457",2006,"Uruapan",1,0,"rs_w5",7421,5
"8458",2006,"Tingambato",1,0,"rs_w5",98,5
"8459",2006,"Tepalcatepec",0,0,"rs_w5",188,5
"8460",2006,"Buenavista",0,0,"rs_w5",78,5
"8461",2006,"Ziracuaretiro",1,0,"rs_w5",187,5
"8462",2006,"Nuevo Parangaricutiro",1,0,"rs_w5",72,5
"8463",2006,"Nahuatzen",0,0,"rs_w5",0,5
"8464",2006,"Coalcoman",0,0,"rs_w5",207,5
"8465",2006,"Tumbiscatio",0,0,"rs_w5",0,5
"8466",2006,"Aguililla",0,0,"rs_w5",5,5
"8467",2006,"Tancitaro",1,0,"rs_w5",82,5
"8468",2006,"Cotija",1,0,"rs_w5",129,5
"8469",2006,"Chilchota",1,0,"rs_w5",40,5
"8470",2006,"Jacona",0,0,"rs_w5",1203,5
"8471",2006,"Jiquilpan",0,0,"rs_w5",506,5
"8472",2006,"La Piedad",0,0,"rs_w5",2673,5
"8473",2006,"Los Reyes",1,0,"rs_w5",684,5
"8474",2006,"Periban",1,0,"rs_w5",142,5
"8475",2006,"Sahuayo",0,0,"rs_w5",1146,5
"8476",2006,"Tinguindin",1,0,"rs_w5",154,5
"8477",2006,"Tocumbo",1,0,"rs_w5",134,5
"8478",2006,"Venustiano Carranza",0,0,"rs_w5",63,5
"8479",2006,"Zamora",0,0,"rs_w5",5477,5
"8480",2006,"Penjamillo",0,0,"rs_w5",27,5
"8481",2006,"Pajacuaran",0,0,"rs_w5",2,5
"8482",2006,"Vista Hermosa",0,0,"rs_w5",254,5
"8483",2006,"Tanhuato",0,0,"rs_w5",30,5
"8484",2006,"Brisenas",0,0,"rs_w5",21,5
"8485",2006,"Zinaparo",0,0,"rs_w5",0,5
"8486",2006,"Churintzio",0,0,"rs_w5",12,5
"8487",2006,"Numaran",0,0,"rs_w5",125,5
"8488",2006,"Tangancicuaro",1,0,"rs_w5",64,5
"8489",2006,"Purepero",1,0,"rs_w5",235,5
"8490",2006,"Tlazazalca",0,0,"rs_w5",0,5
"8491",2006,"Cojumatlan de Regules",0,0,"rs_w5",12,5
"8492",2006,"Chavinda",0,0,"rs_w5",88,5
"8493",2006,"Tangamandapio",1,0,"rs_w5",42,5
"8494",2006,"Yurecuaro",0,0,"rs_w5",71,5
"8495",2006,"Ecuandureo",0,0,"rs_w5",102,5
"8496",2006,"Villamar",0,0,"rs_w5",80,5
"8497",2006,"Ixtlan",0,0,"rs_w5",10,5
"8498",2006,"Marcos Castellanos",0,0,"rs_w5",102,5
"8499",2006,"Hidalgo",1,0,"rs_w5",976,5
"8500",2006,"Jungapeo",1,0,"rs_w5",89,5
"8501",2006,"Zitacuaro",1,0,"rs_w5",1553,5
"8502",2006,"Angangueo",0,0,"rs_w5",0,5
"8503",2006,"Tlalpujahua",0,0,"rs_w5",176,5
"8504",2006,"Ocampo",1,0,"rs_w5",30,5
"8505",2006,"Maravatio",0,0,"rs_w5",546,5
"8506",2006,"Contepec",0,0,"rs_w5",38,5
"8507",2006,"Huetamo",0,0,"rs_w5",319,5
"8508",2006,"San Lucas",0,0,"rs_w5",90,5
"8509",2006,"Irimbo",0,0,"rs_w5",12,5
"8510",2006,"Aporo",0,0,"rs_w5",0,5
"8511",2006,"Tuxpan",1,0,"rs_w5",117,5
"8512",2006,"Senguio",0,0,"rs_w5",0,5
"8513",2006,"Tiquicheo",0,0,"rs_w5",0,5
"8514",2006,"Tuzantla",0,0,"rs_w5",36,5
"8515",2006,"Juarez",1,0,"rs_w5",0,5
"8516",2006,"Lazaro Cardenas",0,0,"rs_w5",4522,5
"8517",2006,"Susupuato",0,0,"rs_w5",0,5
"8518",2007,"Coahuayana",0,0,"rs_w5",152,5
"8519",2007,"Aquila",0,0,"rs_w5",105,5
"8520",2007,"Morelia",0,0,"rs_w5",19332,5
"8521",2007,"Nocupetaro",0,0,"rs_w5",0,5
"8522",2007,"Patzcuaro",1,0,"rs_w5",1031,5
"8523",2007,"Quiroga",1,0,"rs_w5",112,5
"8524",2007,"Tacambaro",1,0,"rs_w5",389,5
"8525",2007,"Turicato",1,0,"rs_w5",0,5
"8526",2007,"Zacapu",0,0,"rs_w5",1353,5
"8527",2007,"Tarimbaro",1,0,"rs_w5",583,5
"8528",2007,"Acuitzio",1,0,"rs_w5",0,5
"8529",2007,"Ario",1,0,"rs_w5",208,5
"8530",2007,"Erongaricuaro",1,0,"rs_w5",6,5
"8531",2007,"La Huacana",0,0,"rs_w5",3,5
"8532",2007,"Huiramba",1,0,"rs_w5",0,5
"8533",2007,"Lagunillas",1,0,"rs_w5",116,5
"8534",2007,"Madero",1,0,"rs_w5",4,5
"8535",2007,"Salvador Escalante",1,0,"rs_w5",101,5
"8536",2007,"Tzintzuntzan",1,0,"rs_w5",0,5
"8537",2007,"Angamacutiro",0,0,"rs_w5",18,5
"8538",2007,"Jose Sixto Verduzco",0,0,"rs_w5",10,5
"8539",2007,"Morelos",0,0,"rs_w5",0,5
"8540",2007,"Panindicuaro",0,0,"rs_w5",35,5
"8541",2007,"Puruandiro",0,0,"rs_w5",516,5
"8542",2007,"Churumuco",0,0,"rs_w5",0,5
"8543",2007,"Zinapecuaro",1,0,"rs_w5",155,5
"8544",2007,"Querendaro",0,0,"rs_w5",1,5
"8545",2007,"Indaparapeo",0,0,"rs_w5",85,5
"8546",2007,"Charo",0,0,"rs_w5",42,5
"8547",2007,"Alvaro Obregon",0,0,"rs_w5",72,5
"8548",2007,"Coeneo",0,0,"rs_w5",12,5
"8549",2007,"Jimenez",0,0,"rs_w5",64,5
"8550",2007,"Huaniqueo",0,0,"rs_w5",16,5
"8551",2007,"Caracuaro",0,0,"rs_w5",13,5
"8552",2007,"Cuitzeo",0,0,"rs_w5",73,5
"8553",2007,"Chucandiro",0,0,"rs_w5",0,5
"8554",2007,"Santa Ana Maya",0,0,"rs_w5",12,5
"8555",2007,"Huandacareo",0,0,"rs_w5",48,5
"8556",2007,"Copandaro",0,0,"rs_w5",0,5
"8557",2007,"Tzitzio",0,0,"rs_w5",0,5
"8558",2007,"Apatzingan",1,0,"rs_w5",1434,5
"8559",2007,"Arteaga",0,0,"rs_w5",109,5
"8560",2007,"Charapan",0,0,"rs_w5",14,5
"8561",2007,"Cheran",0,0,"rs_w5",5,5
"8562",2007,"Gabriel Zamora",0,0,"rs_w5",55,5
"8563",2007,"Mugica",0,0,"rs_w5",312,5
"8564",2007,"Nuevo Urecho",0,0,"rs_w5",0,5
"8565",2007,"Paracuaro",0,0,"rs_w5",13,5
"8566",2007,"Paracho",0,0,"rs_w5",114,5
"8567",2007,"Taretan",1,0,"rs_w5",204,5
"8568",2007,"Uruapan",1,0,"rs_w5",7484,5
"8569",2007,"Tingambato",1,0,"rs_w5",101,5
"8570",2007,"Tepalcatepec",0,0,"rs_w5",124,5
"8571",2007,"Buenavista",0,0,"rs_w5",54,5
"8572",2007,"Ziracuaretiro",1,0,"rs_w5",181,5
"8573",2007,"Nuevo Parangaricutiro",1,0,"rs_w5",58,5
"8574",2007,"Nahuatzen",0,0,"rs_w5",0,5
"8575",2007,"Coalcoman",0,0,"rs_w5",209,5
"8576",2007,"Tumbiscatio",0,0,"rs_w5",0,5
"8577",2007,"Aguililla",0,0,"rs_w5",0,5
"8578",2007,"Tancitaro",1,0,"rs_w5",155,5
"8579",2007,"Cotija",1,0,"rs_w5",151,5
"8580",2007,"Chilchota",1,0,"rs_w5",26,5
"8581",2007,"Jacona",0,0,"rs_w5",1207,5
"8582",2007,"Jiquilpan",0,0,"rs_w5",490,5
"8583",2007,"La Piedad",0,0,"rs_w5",2945,5
"8584",2007,"Los Reyes",1,0,"rs_w5",794,5
"8585",2007,"Periban",1,0,"rs_w5",224,5
"8586",2007,"Sahuayo",0,0,"rs_w5",1105,5
"8587",2007,"Tinguindin",1,0,"rs_w5",202,5
"8588",2007,"Tocumbo",1,0,"rs_w5",141,5
"8589",2007,"Venustiano Carranza",0,0,"rs_w5",80,5
"8590",2007,"Zamora",0,0,"rs_w5",5810,5
"8591",2007,"Penjamillo",0,0,"rs_w5",2,5
"8592",2007,"Pajacuaran",0,0,"rs_w5",0,5
"8593",2007,"Vista Hermosa",0,0,"rs_w5",221,5
"8594",2007,"Tanhuato",0,0,"rs_w5",42,5
"8595",2007,"Brisenas",0,0,"rs_w5",13,5
"8596",2007,"Zinaparo",0,0,"rs_w5",0,5
"8597",2007,"Churintzio",0,0,"rs_w5",12,5
"8598",2007,"Numaran",0,0,"rs_w5",92,5
"8599",2007,"Tangancicuaro",1,0,"rs_w5",31,5
"8600",2007,"Purepero",1,0,"rs_w5",348,5
"8601",2007,"Tlazazalca",0,0,"rs_w5",23,5
"8602",2007,"Cojumatlan de Regules",0,0,"rs_w5",25,5
"8603",2007,"Chavinda",0,0,"rs_w5",86,5
"8604",2007,"Tangamandapio",1,0,"rs_w5",48,5
"8605",2007,"Yurecuaro",0,0,"rs_w5",147,5
"8606",2007,"Ecuandureo",0,0,"rs_w5",107,5
"8607",2007,"Villamar",0,0,"rs_w5",73,5
"8608",2007,"Ixtlan",0,0,"rs_w5",15,5
"8609",2007,"Marcos Castellanos",0,0,"rs_w5",88,5
"8610",2007,"Hidalgo",1,0,"rs_w5",984,5
"8611",2007,"Jungapeo",1,0,"rs_w5",73,5
"8612",2007,"Zitacuaro",1,0,"rs_w5",1699,5
"8613",2007,"Angangueo",0,0,"rs_w5",2,5
"8614",2007,"Tlalpujahua",0,0,"rs_w5",170,5
"8615",2007,"Ocampo",1,0,"rs_w5",36,5
"8616",2007,"Maravatio",0,0,"rs_w5",485,5
"8617",2007,"Contepec",0,0,"rs_w5",69,5
"8618",2007,"Huetamo",0,0,"rs_w5",342,5
"8619",2007,"San Lucas",0,0,"rs_w5",91,5
"8620",2007,"Irimbo",0,0,"rs_w5",12,5
"8621",2007,"Aporo",0,0,"rs_w5",0,5
"8622",2007,"Tuxpan",1,0,"rs_w5",65,5
"8623",2007,"Senguio",0,0,"rs_w5",0,5
"8624",2007,"Tiquicheo",0,0,"rs_w5",0,5
"8625",2007,"Tuzantla",0,0,"rs_w5",58,5
"8626",2007,"Juarez",1,0,"rs_w5",0,5
"8627",2007,"Susupuato",0,0,"rs_w5",20,5
"8628",2007,"Lazaro Cardenas",0,0,"rs_w5",5180,5
"8629",2007,"Epitacio Huerta",0,0,"rs_w5",0,5
"8630",2008,"Coahuayana",0,0,"rs_w5",149,5
"8631",2008,"Aquila",0,0,"rs_w5",153,5
"8632",2008,"Morelia",0,0,"rs_w5",19439,5
"8633",2008,"Nocupetaro",0,0,"rs_w5",0,5
"8634",2008,"Patzcuaro",1,0,"rs_w5",1324,5
"8635",2008,"Quiroga",1,0,"rs_w5",57,5
"8636",2008,"Tacambaro",1,0,"rs_w5",479,5
"8637",2008,"Turicato",1,0,"rs_w5",0,5
"8638",2008,"Zacapu",0,0,"rs_w5",1384,5
"8639",2008,"Tarimbaro",1,0,"rs_w5",777,5
"8640",2008,"Acuitzio",1,0,"rs_w5",0,5
"8641",2008,"Ario",1,0,"rs_w5",176,5
"8642",2008,"Erongaricuaro",1,0,"rs_w5",0,5
"8643",2008,"La Huacana",0,0,"rs_w5",22,5
"8644",2008,"Huiramba",1,0,"rs_w5",0,5
"8645",2008,"Lagunillas",1,0,"rs_w5",125,5
"8646",2008,"Madero",1,0,"rs_w5",6,5
"8647",2008,"Salvador Escalante",1,0,"rs_w5",35,5
"8648",2008,"Tzintzuntzan",1,0,"rs_w5",0,5
"8649",2008,"Angamacutiro",0,0,"rs_w5",27,5
"8650",2008,"Jose Sixto Verduzco",0,0,"rs_w5",27,5
"8651",2008,"Morelos",0,0,"rs_w5",0,5
"8652",2008,"Panindicuaro",0,0,"rs_w5",141,5
"8653",2008,"Puruandiro",0,0,"rs_w5",624,5
"8654",2008,"Churumuco",0,0,"rs_w5",10,5
"8655",2008,"Zinapecuaro",1,0,"rs_w5",213,5
"8656",2008,"Querendaro",0,0,"rs_w5",0,5
"8657",2008,"Indaparapeo",0,0,"rs_w5",75,5
"8658",2008,"Charo",0,0,"rs_w5",50,5
"8659",2008,"Alvaro Obregon",0,0,"rs_w5",125,5
"8660",2008,"Coeneo",0,0,"rs_w5",22,5
"8661",2008,"Jimenez",0,0,"rs_w5",58,5
"8662",2008,"Huaniqueo",0,0,"rs_w5",26,5
"8663",2008,"Caracuaro",0,0,"rs_w5",25,5
"8664",2008,"Cuitzeo",0,0,"rs_w5",83,5
"8665",2008,"Chucandiro",0,0,"rs_w5",0,5
"8666",2008,"Santa Ana Maya",0,0,"rs_w5",12,5
"8667",2008,"Huandacareo",0,0,"rs_w5",30,5
"8668",2008,"Copandaro",0,0,"rs_w5",0,5
"8669",2008,"Tzitzio",0,0,"rs_w5",0,5
"8670",2008,"Apatzingan",1,0,"rs_w5",1330,5
"8671",2008,"Arteaga",0,0,"rs_w5",99,5
"8672",2008,"Charapan",0,0,"rs_w5",8,5
"8673",2008,"Cheran",0,0,"rs_w5",8,5
"8674",2008,"Gabriel Zamora",0,0,"rs_w5",63,5
"8675",2008,"Mugica",0,0,"rs_w5",390,5
"8676",2008,"Nuevo Urecho",0,0,"rs_w5",0,5
"8677",2008,"Paracuaro",0,0,"rs_w5",29,5
"8678",2008,"Paracho",0,0,"rs_w5",150,5
"8679",2008,"Taretan",1,0,"rs_w5",204,5
"8680",2008,"Uruapan",1,0,"rs_w5",7669,5
"8681",2008,"Tingambato",1,0,"rs_w5",66,5
"8682",2008,"Tepalcatepec",0,0,"rs_w5",209,5
"8683",2008,"Buenavista",0,0,"rs_w5",46,5
"8684",2008,"Ziracuaretiro",1,0,"rs_w5",153,5
"8685",2008,"Nuevo Parangaricutiro",1,0,"rs_w5",101,5
"8686",2008,"Nahuatzen",0,0,"rs_w5",0,5
"8687",2008,"Coalcoman",0,0,"rs_w5",218,5
"8688",2008,"Tumbiscatio",0,0,"rs_w5",0,5
"8689",2008,"Aguililla",0,0,"rs_w5",0,5
"8690",2008,"Tancitaro",1,0,"rs_w5",186,5
"8691",2008,"Cotija",1,0,"rs_w5",155,5
"8692",2008,"Chilchota",1,0,"rs_w5",48,5
"8693",2008,"Jacona",0,0,"rs_w5",1296,5
"8694",2008,"Jiquilpan",0,0,"rs_w5",526,5
"8695",2008,"La Piedad",0,0,"rs_w5",2835,5
"8696",2008,"Los Reyes",1,0,"rs_w5",796,5
"8697",2008,"Periban",1,0,"rs_w5",214,5
"8698",2008,"Sahuayo",0,0,"rs_w5",997,5
"8699",2008,"Tinguindin",1,0,"rs_w5",154,5
"8700",2008,"Tocumbo",1,0,"rs_w5",131,5
"8701",2008,"Venustiano Carranza",0,0,"rs_w5",63,5
"8702",2008,"Zamora",0,0,"rs_w5",5701,5
"8703",2008,"Penjamillo",0,0,"rs_w5",30,5
"8704",2008,"Pajacuaran",0,0,"rs_w5",12,5
"8705",2008,"Vista Hermosa",0,0,"rs_w5",258,5
"8706",2008,"Tanhuato",0,0,"rs_w5",33,5
"8707",2008,"Brisenas",0,0,"rs_w5",18,5
"8708",2008,"Zinaparo",0,0,"rs_w5",0,5
"8709",2008,"Churintzio",0,0,"rs_w5",12,5
"8710",2008,"Numaran",0,0,"rs_w5",88,5
"8711",2008,"Tangancicuaro",1,0,"rs_w5",83,5
"8712",2008,"Purepero",1,0,"rs_w5",323,5
