"","gini","year","cve","mun_name","pto","trat_2","date"
"310",0.145833333333333,2003,"O64","Tiquicheo",0,0,2003-03-01
"311",0.25,2003,"O65","Tumbiscatio",0,0,2003-03-01
"312",0.361428571428571,2003,"O66","Tuzantla",0,0,2003-03-01
"313",0.188235294117647,2003,"O67","Aguililla",0,0,2003-03-01
"314",0.246315789473684,2003,"O68","Huaniqueo",0,0,2003-03-01
"315",0.275940533980582,2003,"O69","Ixtlan",0,0,2003-03-01
"316",0.283691756272401,2003,"O70","Tancitaro",0,1,2003-03-01
"317",0,2003,"O71","Caracuaro",0,0,2003-03-01
"318",0.391447368421053,2003,"O72","Cuitzeo",0,0,2003-03-01
"319",0,2003,"O73","Chucandiro",0,0,2003-03-01
"320",0.293269230769231,2003,"O74","Santa Ana Maya",0,0,2003-03-01
"321",0.232048107534489,2003,"O75","Huandacareo",0,0,2003-03-01
"322",0.0892857142857142,2003,"O76","Copandaro",0,0,2003-03-01
"323",0.125,2003,"O77","Tzitzio",0,0,2003-03-01
"324",0.271665783430489,2003,"O78","Marcos Castellanos",0,0,2003-03-01
"325",0.213675213675214,2003,"O79","Juarez",0,1,2003-03-01
"326",0.39438753426634,2003,"O81","Coahuayana",0,0,2003-03-01
"327",0.41144880320138,2003,"O82","Aquila",0,0,2003-03-01
"328",0.440154286490985,2003,"C75","Apatzingan",0,1,2003-04-01
"329",0.330887592969918,2003,"C76","Arteaga",0,0,2003-04-01
"330",0.393114851364203,2003,"C77","Cotija",0,1,2003-04-01
"331",0.182539682539682,2003,"C78","Charapan",0,0,2003-04-01
"332",0.238123633472471,2003,"C79","Cheran",0,0,2003-04-01
"333",0.293120393120393,2003,"C80","Chilchota",0,1,2003-04-01
"334",0.323100023100023,2003,"C81","Gabriel Zamora",0,0,2003-04-01
"335",0.456929192814133,2003,"C82","Hidalgo",0,1,2003-04-01
"336",0.464270477929014,2003,"C83","Jacona",0,0,2003-04-01
"337",0.427417528052422,2003,"C84","Jiquilpan",0,0,2003-04-01
"338",0.317150635208711,2003,"C85","Jungapeo",0,1,2003-04-01
"339",0.425499809183595,2003,"C86","La Piedad",0,0,2003-04-01
"340",0.474527961618544,2003,"C87","Lazaro Cardenas",0,0,2003-04-01
"341",0.46710555038638,2003,"C88","Los Reyes",0,1,2003-04-01
"342",0.465629336889628,2003,"C89","Morelia",0,0,2003-04-01
"343",0.418320213388849,2003,"C90","Mugica",0,0,2003-04-01
"344",0.257309941520468,2003,"C92","Nuevo Urecho",0,0,2003-04-01
"345",0.182654704393835,2003,"C93","Paracuaro",0,0,2003-04-01
"346",0.420016423321116,2003,"C94","Paracho",0,0,2003-04-01
"347",0.459709515744174,2003,"C95","Patzcuaro",0,1,2003-04-01
"348",0.316712463161606,2003,"C96","Periban",0,1,2003-04-01
"349",0.36779012680341,2003,"C97","Quiroga",0,1,2003-04-01
"350",0.397231323175211,2003,"C98","Sahuayo",0,0,2003-04-01
"351",0.458136880619547,2003,"C99","Tacambaro",0,1,2003-04-01
"352",0.494594243126774,2003,"D01","Taretan",0,1,2003-04-01
"353",0.39019129019129,2003,"D02","Tinguindin",0,1,2003-04-01
"354",0.523654582777813,2003,"D03","Tocumbo",0,1,2003-04-01
"355",0.387048192771084,2003,"D04","Turicato",0,1,2003-04-01
"356",0.440856218486544,2003,"D05","Uruapan",0,1,2003-04-01
"357",0.273686679174484,2003,"D06","Venustiano Carranza",0,0,2003-04-01
"358",0.509234827537777,2003,"D07","Zacapu",0,0,2003-04-01
"359",0.46455749315125,2003,"D08","Zamora",0,0,2003-04-01
